mol,cid,Energy,Relative energy,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C[C@@](NC)Cc1ccccc1,75,19.946238,0.40583959,O=C[C@@](NC)Cc1ccccc1,380.35056,257.73575,122.6148,321.18585,59.164711,613.41113,291.82321,135.12096,321.58789,0.91311884,0.77320373,38.562611,0.82971573,27.858568,31.328089,0.001421751,-10.886458,0,2.5605283,3.3961523,3.8428552,3.4695203,0.67762685,0.32237312,0.8444469,0.1555531,1.612752,0.76724803,0.10766122,0.22432518,0.87881273,1180.8066,251.89473,986.81873,1122.8999,2.689693,2.6587551,1.2382098,0.87238461,178.75,211.31482,4.4131808,0.17152542,2.8935478,2.2209814,1.0308341,0.5217455,0.26587406,0.10418332,0.043598313,0.021100339,541.875,305.125,224.375,199.625,176.375,139.75,80.375,33.625,0.5,1.118034,0.70710677,1.118034,0.70710677,0.5,-2.482389,-2.4633949,-2.4261808,-7.7530169,-7.6902471,-7.5558066,1.1839941,198.125,231.125,151.625,64.75,28.5,10.0,4.75,1.875,0.14038998,0.053224798,1.5385437,1.3239324,1.1072932,1.1525942,1.2661759,1.9741718,2.1129243,1.6573019,0.25142565,1.2186277,2.6535444,3.2009692,3.3185341,3.9127228,4.4255004,4.5366516,1.3182238,326.1965,430.0,823.5,441.25,194.5,74.25,31.5,10.625,4.75,1.875,625.375,210.125,42.875,9.5,3.0,0.625,0.0,0.0
O=C[C@@](NC)Cc1ccccc1,95,19.946238,0.40583959,O=C[C@@](NC)Cc1ccccc1,381.38876,258.07529,123.31347,321.53433,59.854427,614.21918,293.48605,134.76181,320.73312,0.91311884,0.77212226,38.519699,0.82117814,27.85866,31.334042,0.001287988,-10.876991,0,2.5208399,3.3532441,3.8423529,3.4753823,0.67667252,0.32332748,0.84306192,0.15693811,1.6104805,0.76951945,0.10765657,0.22430199,0.87881011,1180.8214,251.87492,986.84021,1122.9277,2.6897099,2.658731,1.2381233,0.87235785,178.75,207.90111,4.4090338,0.17135353,2.8938386,2.2212074,1.0309727,0.52154946,0.26585525,0.10418592,0.043622334,0.021148654,541.625,305.0,224.125,199.125,176.25,139.625,80.625,33.5,0.5,1.118034,0.70710677,1.118034,0.70710677,0.5,-2.4817896,-2.4611056,-2.4259791,-7.7586193,-7.6907573,-7.5568914,1.1839451,197.75,231.375,151.625,64.75,28.5,10.0,4.75,1.875,0.14054658,0.053358443,1.5360385,1.3216567,1.1035182,1.1490887,1.2641979,1.9641026,2.1188748,1.6609806,0.25219101,1.2152249,2.6547792,3.1964211,3.3182797,3.9125488,4.4253488,4.5364418,1.3182784,326.18298,430.0,823.625,441.5,194.375,74.25,31.5,10.625,4.75,1.875,625.875,210.125,42.75,9.5,3.0,0.625,0.0,0.0
O=C[C@@](NC)Cc1ccccc1,90,19.946238,0.40583959,O=C[C@@](NC)Cc1ccccc1,376.04715,255.44058,120.60654,317.10498,58.942162,607.94861,287.04358,134.83405,320.90503,0.91375786,0.77271372,38.536312,0.81712961,27.864365,31.334654,0.001312379,-10.888013,0,2.5418499,3.3698552,3.8413658,3.4702892,0.67927814,0.32072189,0.84325856,0.15674141,1.6166819,0.76331812,0.10764146,0.22433235,0.87880898,1180.8673,251.91528,986.86359,1122.9557,2.6897621,2.658777,1.2381369,0.87231165,178.625,209.96245,4.4090443,0.17148949,2.8937762,2.2215285,1.0309422,0.52164638,0.26592499,0.10418816,0.043602787,0.021110278,541.75,305.125,224.375,199.5,176.25,139.5,80.375,33.625,0.5,1.118034,0.70710677,1.118034,0.70710677,0.5,-2.4826171,-2.4614842,-2.425658,-7.7548966,-7.6898108,-7.5568595,1.1840154,197.875,231.5,151.625,64.625,28.5,10.0,4.75,1.875,0.14038998,0.053258147,1.5399779,1.3244779,1.103797,1.1512487,1.2644031,1.9689715,2.1136713,1.6579618,0.25154293,1.2205446,2.6546299,3.1980751,3.3180969,3.9123514,4.4251785,4.536293,1.3182001,326.20239,430.0,823.625,441.625,194.375,74.125,31.5,10.625,4.75,1.875,625.75,210.125,42.75,9.5,3.0,0.625,0.0,0.0
O=C[C@@](NC)Cc1ccccc1,101,19.946238,0.40583959,O=C[C@@](NC)Cc1ccccc1,380.23145,260.13937,120.09205,321.66547,58.565983,619.13171,285.81909,140.04733,333.31265,0.91311884,0.77309871,38.547729,0.83647436,27.872091,31.341822,0.001538734,-10.88601,0,2.5239644,3.381274,3.843931,3.4697309,0.68416065,0.31583935,0.84597278,0.15402719,1.6283023,0.75169766,0.10767499,0.22434013,0.87879068,1180.8167,251.91447,986.8056,1122.9131,2.6897044,2.6586518,1.2381858,0.87240642,178.75,209.54263,4.4073629,0.17141436,2.8935511,2.2208922,1.0309397,0.52166939,0.26589575,0.10417208,0.043587342,0.021074129,541.75,304.875,224.25,199.375,176.25,139.5,80.5,33.625,0.5,1.118034,0.70710677,1.118034,0.70710677,0.5,-2.4822958,-2.462023,-2.4256752,-7.749537,-7.6874161,-7.5514498,1.1840045,197.75,231.375,151.75,64.625,28.5,10.0,4.75,1.875,0.14046822,0.053291537,1.5356034,1.3213243,1.1011389,1.1482915,1.2704612,1.9708663,2.1154947,1.6570772,0.25190201,1.2194262,2.653909,3.1989069,3.3189235,3.9131448,4.4259429,4.5370765,1.3182122,326.19937,430.0,823.375,441.375,194.5,74.125,31.5,10.625,4.75,1.875,625.625,210.0,42.75,9.5,3.0,0.625,0.0,0.0
O=C[C@@](NC)Cc1ccccc1,91,19.946238,0.40583959,O=C[C@@](NC)Cc1ccccc1,375.18317,255.31134,119.87181,319.26428,55.918888,607.64099,285.29492,135.43953,322.3461,0.91311884,0.77256888,38.545292,0.83039576,27.864464,31.319103,0.001377655,-10.881981,0,2.5523996,3.3788342,3.8420141,3.4546399,0.68049788,0.31950212,0.85095578,0.14904423,1.6195849,0.76041502,0.107654,0.22440481,0.87871534,1180.8107,251.98714,986.72107,1122.9132,2.6896977,2.6586528,1.2383858,0.87232172,178.75,208.51939,4.4090338,0.17134008,2.89376,2.2207301,1.0307579,0.52160913,0.26585895,0.10415404,0.043579657,0.021088228,541.5,304.75,224.125,199.125,176.25,139.375,80.375,33.5,0.5,1.118034,0.70710677,1.118034,0.70710677,0.5,-2.4823532,-2.4620948,-2.4258897,-7.7508659,-7.6874661,-7.5518866,1.1840215,197.75,231.375,151.625,64.5,28.5,10.0,4.75,1.875,0.14054658,0.053358443,1.5377898,1.3235382,1.1031048,1.1487224,1.2638453,1.9763097,2.1143446,1.6604991,0.25150654,1.2184552,2.6551754,3.1939137,3.3186512,3.912905,4.4257183,4.5368299,1.3181933,326.20404,430.0,823.5,441.375,194.375,74.0,31.5,10.625,4.75,1.875,625.75,210.0,42.75,9.5,3.0,0.625,0.0,0.0
O=C[C@@](NC)Cc1ccccc1,130,19.946238,0.40583959,O=C[C@@](NC)Cc1ccccc1,384.12546,258.74612,125.37933,324.38379,59.741653,615.8158,298.4028,133.36679,317.41299,0.91375786,0.77233458,38.585846,0.82522893,27.872364,31.341633,0.001329291,-10.883324,0,2.5756667,3.4193881,3.8419869,3.46927,0.67359799,0.32640204,0.8444736,0.15552641,1.6031631,0.77683681,0.10766557,0.22432205,0.87880868,1180.8425,251.8997,986.84747,1122.9377,2.6897337,2.6587129,1.238239,0.8723883,178.625,208.12015,4.3744636,0.17026952,2.8938267,2.2130842,1.0325199,0.52516013,0.26455143,0.10410672,0.043196071,0.021657588,541.75,305.25,222.125,196.625,174.0,140.875,81.625,32.75,0.70710677,0.5,1.118034,1.118034,0.70710677,0.86602539,-2.5212142,-2.4228947,-2.4159601,-7.4279513,-7.4208293,-7.3656158,1.185178,199.5,231.375,153.875,63.5,27.0,11.125,4.25,1.875,0.13674733,0.059122697,1.5196362,1.3385412,1.0796474,1.1556131,1.2875195,1.9726536,2.0342641,1.6236587,0.24297038,1.238099,2.6150911,3.1536853,3.306463,3.9246278,4.4651065,4.5023842,1.3166517,326.39612,429.75,821.75,440.375,195.875,73.375,30.375,11.625,4.25,1.875,622.25,209.0,42.0,9.875,3.375,0.5,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,4,57.726345,0.0,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,420.45648,289.25516,128.59253,315.28027,105.17622,782.146,347.8428,160.66264,434.30319,0.96773684,1.0467552,54.542191,6.0113683,33.881649,36.130356,0.014627433,-20.329556,0,8.1713572,21.108595,4.2144794,2.2487104,0.68795508,0.30584028,0.7498523,0.2501477,1.8602306,0.82729799,0.1843055,0.29471472,0.89388716,1662.6288,447.77554,1358.1296,1519.3524,2.86712,2.5605531,1.525824,1.0992663,209.0,241.45097,2.9719312,0.21679309,2.8444216,2.2577105,1.0911309,0.47415274,0.23507941,0.094738543,0.041609772,0.020678969,654.75,384.125,273.0,229.375,200.25,161.25,98.5,46.125,0.70710677,0.86602539,1.118034,0.5,0.70710677,0.86602539,-2.5321422,-2.5027809,-2.4970291,-7.9710474,-7.9007497,-7.7825723,1.2068366,191.375,174.0,116.5,50.25,23.0,9.875,4.625,1.625,0.11080586,0.050136238,0.87716025,0.81788111,0.66215903,0.76189011,0.80487269,0.96840286,1.4311405,1.858555,0.20730306,0.74841619,1.3240352,2.1745148,2.3652987,2.8812339,4.0707068,3.9881613,1.3528905,363.85059,492.25,918.75,485.375,209.875,73.0,30.25,11.5,4.625,1.625,727.375,311.375,93.375,22.75,7.25,1.625,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,137,57.726345,8.19e-09,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,419.9136,291.12531,125.66693,317.15335,102.76025,787.20282,339.92905,165.45836,447.27374,0.96773684,1.0465573,54.620426,6.0296335,33.888165,36.139633,0.01470816,-20.349064,0,8.2192287,21.186832,4.2172227,2.2514696,0.6932981,0.29926854,0.7552824,0.24471761,1.874678,0.80952144,0.18428408,0.29470387,0.89389729,1662.5902,447.74881,1358.114,1519.3176,2.8670866,2.5606818,1.5258639,1.0992577,209.0,240.9088,2.9086165,0.21470386,2.8436024,2.2465277,1.0922105,0.47478497,0.23533697,0.093479492,0.041859601,0.021571288,654.125,379.5,270.625,232.125,202.875,165.75,101.75,45.375,0.70710677,0.86602539,1.118034,0.86602539,0.5,0.70710677,-2.537586,-2.5232754,-2.4522285,-7.9662499,-7.9475102,-7.6502495,1.2075577,193.0,179.375,117.0,50.0,23.875,9.375,4.875,2.0,0.11408776,0.046849757,0.84739262,0.81765467,0.6516515,0.74057597,0.80871934,0.98085773,1.3265886,1.9666778,0.22213723,0.74997568,1.3550107,2.1775813,2.3201911,3.0791628,4.0547361,4.0459065,1.3519682,364.00635,492.125,921.875,488.25,212.125,73.0,30.875,10.875,4.875,2.0,728.875,308.875,95.125,23.0,7.0,1.5,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,37,57.726345,1.21e-08,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,427.03342,291.30627,132.49135,322.61557,104.41785,787.69214,358.3891,158.81493,429.30307,0.96773684,1.0463277,54.591915,6.0146832,33.884972,36.132122,0.015479084,-20.343397,0,8.2072105,21.158321,4.2224236,2.2471473,0.6821627,0.31025991,0.75548089,0.24451914,1.8445679,0.83925301,0.18427758,0.29465961,0.89389551,1662.611,447.69656,1358.1569,1519.3687,2.8671048,2.5606668,1.5258075,1.099232,209.0,243.79507,2.9074552,0.21482758,2.8431413,2.246067,1.0921245,0.47459507,0.23528902,0.093453512,0.041866735,0.021586193,654.0,379.5,270.75,232.125,202.75,165.75,102.0,45.5,0.70710677,0.86602539,1.118034,0.86602539,0.5,0.70710677,-2.5377331,-2.5233703,-2.4524541,-7.96663,-7.9490709,-7.658072,1.2072568,192.625,179.625,117.0,50.25,23.875,9.375,4.875,2.0,0.11403508,0.046849757,0.84868944,0.8201372,0.65143532,0.74230844,0.81089771,0.97400635,1.3320576,1.953239,0.22017781,0.7471571,1.3528653,2.1827455,2.3203609,3.0794499,4.0550709,4.0462327,1.3525341,364.03891,492.375,921.5,488.5,211.875,73.25,30.875,10.875,4.875,2.0,728.875,308.875,94.875,23.0,7.0,1.5,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,30,57.726345,1.28e-08,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,418.43768,285.68677,129.63504,316.34601,102.09165,772.49701,350.66278,156.05173,421.83426,0.96773684,1.0468863,54.618725,6.0043855,33.891735,36.152843,0.014798736,-20.338552,0,8.2290993,21.185131,4.2175994,2.261107,0.68274629,0.3098073,0.75601709,0.24398294,1.846146,0.83802873,0.1842954,0.29466748,0.89389044,1662.5317,447.68661,1358.0826,1519.2943,2.8670363,2.5606287,1.5257611,1.0992687,209.0,239.50848,2.9075716,0.21486507,2.8436229,2.2464182,1.0920649,0.47475681,0.23527226,0.09348765,0.041850962,0.021567624,654.125,379.375,270.75,232.25,202.875,165.875,102.125,45.5,0.70710677,0.86602539,1.118034,0.86602539,0.5,0.70710677,-2.5374856,-2.5230644,-2.4525082,-7.9661026,-7.9470787,-7.6468959,1.207541,193.125,179.875,117.125,50.25,23.875,9.375,4.875,2.0,0.11403508,0.046824541,0.84755063,0.8164593,0.65129572,0.74082226,0.80861825,0.97597694,1.3398018,1.9535283,0.22094257,0.75166398,1.355571,2.1846287,2.3203163,3.0793202,4.0549121,4.0460734,1.3519869,364.00131,492.125,921.875,488.625,212.0,73.125,30.875,10.875,4.875,2.0,728.75,308.75,94.875,22.875,7.0,1.5,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,125,57.726345,1.92e-08,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,417.50803,289.43753,125.0002,314.25815,103.24989,782.6391,338.12555,164.43733,444.51352,0.96773684,1.0467062,54.6563,5.9892826,33.884937,36.141129,0.015019155,-20.333628,0,8.2916889,21.222704,4.2191796,2.256192,0.69325024,0.29939592,0.75269961,0.24730036,1.8745486,0.80986601,0.18429272,0.2946811,0.89389062,1662.4016,447.66943,1357.968,1519.1658,2.866924,2.5604966,1.5257927,1.0992039,209.0,240.91566,2.9107759,0.21468297,2.8436863,2.2460115,1.0924268,0.4745163,0.23523541,0.093460962,0.041840903,0.021557175,653.875,379.25,270.5,232.0,202.75,165.75,101.75,45.375,0.70710677,0.86602539,1.118034,0.86602539,0.5,0.70710677,-2.5377235,-2.5232987,-2.4523695,-7.9656515,-7.9455366,-7.6509018,1.2074341,193.0,179.625,117.25,50.125,23.875,9.375,4.875,2.0,0.11414048,0.046875,0.8487798,0.81944239,0.65373939,0.74216062,0.81108016,0.97501713,1.3358965,1.9697386,0.22244161,0.74817574,1.3510599,2.1773331,2.3200383,3.0790961,4.0547037,4.0458708,1.352221,364.03073,492.25,921.875,488.625,212.125,73.0,30.875,10.875,4.875,2.0,728.875,309.0,94.875,22.875,7.0,1.5,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,5,57.726345,2.99e-08,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,417.63916,287.53177,127.2636,315.18195,102.45723,777.4859,344.24805,160.26816,433.23785,0.96773684,1.0472351,54.613823,6.0050983,33.880733,36.131252,0.01481886,-20.345398,0,8.2438593,21.180229,4.2187943,2.2505193,0.68846935,0.30472142,0.75467527,0.24532476,1.8616211,0.82427144,0.18431257,0.29469568,0.89388442,1662.6086,447.74561,1358.1226,1519.3491,2.8671026,2.5606253,1.5258186,1.0993184,209.0,240.03957,2.9895971,0.21007256,2.8397827,2.2560768,1.089712,0.47588301,0.23774989,0.094496675,0.042220298,0.022361064,651.5,378.625,269.625,230.5,204.875,165.75,100.0,45.625,0.70710677,0.70710677,1.4142135,0.70710677,0.70710677,1.2247449,-2.5458784,-2.5166664,-2.4671369,-8.0670929,-7.5882235,-7.5327172,1.208589,193.5,180.75,115.875,50.375,22.375,11.0,4.625,2.0,0.11312007,0.052603036,0.87605178,0.82639742,0.69738358,0.77717471,0.81338966,0.9536956,1.360764,1.9440606,0.20052315,0.75194669,1.3952588,2.1296115,2.3405378,3.2913043,4.02882,4.0030589,1.3509289,364.37891,492.25,921.375,489.75,210.75,73.5,30.5,12.125,4.625,2.0,727.875,309.0,94.875,23.125,8.125,1.125,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,169,57.726345,3.77e-08,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,416.94193,288.42111,125.67738,314.58047,102.36144,779.89069,339.95731,162.74373,439.93338,0.96773684,1.0466001,54.612061,6.0260978,33.887096,36.141167,0.014777544,-20.333139,0,8.2116852,21.178465,4.2183337,2.254071,0.69175369,0.30142659,0.75449473,0.24550529,1.870502,0.81535888,0.18429999,0.29468793,0.89392364,1662.563,447.71512,1358.1252,1519.2855,2.8670633,2.5605986,1.5257463,1.0992695,209.0,241.54066,2.9808977,0.21026027,2.8399546,2.2565284,1.0899431,0.47596487,0.23778285,0.094496652,0.042227905,0.022396935,651.25,378.75,269.875,230.375,205.125,165.875,99.75,45.625,0.70710677,0.70710677,1.4142135,0.70710677,0.70710677,1.2247449,-2.5458755,-2.5166273,-2.4674726,-8.069418,-7.5949602,-7.5285406,1.2090762,192.5,181.375,116.125,50.25,22.25,11.125,4.625,2.0,0.11255211,0.053174172,0.87484223,0.82507753,0.69855189,0.77970189,0.81521642,0.95259064,1.3607298,1.9341582,0.20039347,0.74907142,1.3846227,2.129926,2.3303895,3.2893593,4.0293589,4.0035954,1.3500415,364.34067,491.875,920.875,490.125,211.125,73.5,30.375,12.25,4.625,2.0,728.375,308.75,95.0,23.25,8.125,1.125,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,42,57.726345,9.86e-08,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,422.23511,287.75308,131.38716,317.43311,104.80201,778.08429,355.40225,156.36591,422.68204,0.96773684,1.0470492,54.641323,6.0448828,33.888252,36.143898,0.014599207,-20.343706,0,8.2204857,21.207729,4.2174592,2.2556455,0.68149966,0.31117061,0.75179231,0.24820772,1.842775,0.84171653,0.18429956,0.29472554,0.89389527,1662.4958,447.75229,1358.0216,1519.2178,2.8670053,2.5606039,1.52589,1.0992705,209.0,241.79614,3.0905504,0.21500815,2.8379712,2.2495396,1.0937753,0.47637823,0.23546925,0.090574458,0.041473959,0.022209555,652.25,379.875,271.75,230.375,204.25,163.375,99.0,44.875,0.5,0.70710677,0.86602539,0.5,0.70710677,0.86602539,-2.4873173,-2.4801424,-2.4751642,-8.0610619,-7.9503398,-7.6277747,1.2071915,192.875,176.25,116.625,49.0,23.0,9.0,5.375,2.125,0.11131555,0.04666305,0.87851703,0.80433196,0.70340198,0.7846033,0.82118839,0.97908348,1.3937322,1.9679772,0.1956643,0.76287824,1.3735752,2.1731362,2.4522934,3.1393712,3.994961,4.0132632,1.3524927,363.95758,492.25,920.0,487.375,209.625,72.0,30.25,10.75,5.375,2.125,727.125,311.125,93.0,23.0,7.25,1.75,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,25,57.726345,1.15e-07,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,422.19019,288.2879,130.76877,318.56686,103.62334,779.53046,353.72952,157.51913,425.80096,0.96773684,1.0475055,54.670837,6.0267639,33.876251,36.129066,0.015136218,-20.349762,0,8.2806225,21.237242,4.2192454,2.252815,0.68283892,0.30973899,0.75455767,0.24544233,1.8463964,0.83784401,0.18428946,0.29468715,0.89389402,1662.4583,447.69196,1358.0137,1519.2109,2.8669729,2.5605414,1.5257127,1.0992135,209.0,241.14799,3.096184,0.21487005,2.8381748,2.2496827,1.0933907,0.47639346,0.23541509,0.090540804,0.041453615,0.022189025,652.125,380.0,271.5,230.125,204.0,163.0,98.875,44.875,0.5,0.70710677,0.86602539,0.5,0.70710677,0.86602539,-2.4882181,-2.4803631,-2.4751978,-8.0588245,-7.9507642,-7.6259179,1.2069294,192.625,176.125,116.75,48.875,23.125,9.0,5.375,2.125,0.11141805,0.046713743,0.87972039,0.80435306,0.71124756,0.7908653,0.8252148,0.98495263,1.3924332,1.9686046,0.19722801,0.76392293,1.374395,2.1704631,2.4523251,3.139199,3.9947555,4.0130773,1.3529009,363.94019,492.375,920.0,487.125,209.75,71.875,30.25,10.75,5.375,2.125,727.375,311.0,93.0,23.0,7.125,1.75,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,186,57.726345,1.75e-07,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,421.36548,289.34515,128.99232,318.24551,103.11996,782.38934,348.92426,160.35284,433.46509,0.96773684,1.0467137,54.599503,6.0575805,33.879063,36.124973,0.014673465,-20.334951,0,8.1868429,21.165907,4.2154322,2.2459109,0.68668455,0.30612931,0.75527191,0.24472807,1.8567951,0.82807982,0.18425505,0.29468042,0.89389718,1662.6545,447.73529,1358.1809,1519.3928,2.8671422,2.5607288,1.5257853,1.0991913,209.0,242.66417,3.0943224,0.21504644,2.8385499,2.2498055,1.0934646,0.47651255,0.23532723,0.090541869,0.041472092,0.022208728,652.25,379.625,271.625,230.125,203.875,163.0,98.75,44.75,0.5,0.70710677,0.86602539,0.5,0.70710677,0.86602539,-2.4881678,-2.4800105,-2.4748011,-8.0574341,-7.9559031,-7.6301517,1.2065368,192.375,176.125,116.125,48.75,23.125,9.0,5.375,2.125,0.11136677,0.046713743,0.88090885,0.8036201,0.70943046,0.78999579,0.82466018,0.98623711,1.3914926,1.9670328,0.19515865,0.76003551,1.3643922,2.1655521,2.4522116,3.1391103,3.9946802,4.0130086,1.3535702,363.94492,492.625,919.875,487.25,209.25,71.75,30.25,10.75,5.375,2.125,727.5,311.125,93.125,23.0,7.125,1.75,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,51,57.726345,2.1e-07,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,421.06485,289.84702,128.23279,317.66061,103.40424,783.74634,346.86966,161.61424,436.87668,0.96773684,1.0461465,54.624912,6.0645566,33.886574,36.135513,0.014522863,-20.330442,0,8.1976728,21.191319,4.2126498,2.2489371,0.68836671,0.30454403,0.75442207,0.24557793,1.8613436,0.82379156,0.18427417,0.29467195,0.89388639,1662.5764,447.70535,1358.1127,1519.3347,2.8670747,2.5606189,1.5257469,1.0992012,209.0,243.08682,3.0857463,0.21477477,2.8380241,2.2500505,1.0934857,0.47647882,0.2355148,0.09059795,0.041462798,0.022214312,652.125,379.875,271.5,230.25,204.0,163.0,98.75,44.75,0.5,0.70710677,0.86602539,0.5,0.70710677,0.86602539,-2.4882214,-2.4799304,-2.4748926,-8.0609579,-7.9517245,-7.6269488,1.2069536,192.875,176.125,116.875,49.0,23.125,9.0,5.375,2.125,0.11187845,0.046688382,0.88055158,0.80405378,0.70980835,0.79088134,0.82799292,0.98253769,1.3914747,1.9667319,0.19567803,0.76155865,1.3736355,2.173162,2.4444518,3.1393394,3.9949448,4.0132713,1.3528738,363.94748,492.375,920.125,487.125,209.875,72.0,30.375,10.75,5.375,2.125,727.25,311.0,93.0,23.0,7.25,1.75,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,61,57.766918,0.040571295,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,424.61102,292.10208,128.90392,318.96317,105.64787,789.84399,348.68512,163.19815,441.15891,0.97649729,0.70168781,54.281212,6.0587816,33.375813,35.669521,0.012951246,-21.605459,0,8.3488045,14.972496,4.191153,2.2937098,0.68792862,0.30358118,0.75118905,0.24881093,1.8601589,0.82118714,0.18853624,0.2724452,0.92506522,1732.3761,429.55661,1458.524,1576.6715,2.92664,2.6366839,1.4617393,1.1448681,207.125,242.78397,4.5893679,0.2088359,2.8569894,2.2821553,1.1448991,0.50568163,0.24209926,0.089350358,0.039061841,0.019922931,634.5,371.5,269.375,231.625,199.875,163.5,102.75,52.25,0.5,1.2247449,1.118034,0.5,0.70710677,0.5,-2.538404,-2.5060227,-2.4928489,-7.6979842,-7.3532476,-7.2900496,1.2097238,194.5,198.0,126.75,54.75,23.5,9.25,4.5,2.0,0.11276102,0.04587156,1.3744286,1.2930605,1.094996,1.2040148,1.3682396,1.7629774,1.8952465,1.8849567,0.30982566,1.2036624,2.4977388,3.2344127,3.4988613,4.1596422,4.9375105,4.9228544,1.3514869,365.70831,494.25,935.75,514.625,223.5,76.5,30.375,10.625,4.5,2.0,741.25,316.625,96.75,21.75,6.875,1.375,0.0,0.0
O=C[C@](NC)Cc1c2c([nH]c1)cccc2,28,57.766918,0.040571298,O=C[C@](NC)Cc1c2c([nH]c1)cccc2,425.27347,289.71906,132.19975,318.9382,106.33526,783.40033,357.60034,157.5193,425.79999,0.97649729,0.70128423,54.180386,6.0435262,33.364422,35.650539,0.012785742,-21.614088,0,8.2819223,14.871674,4.1916103,2.286118,0.68125355,0.31085822,0.7499603,0.25003973,1.8421096,0.84087151,0.1885764,0.27251896,0.92501956,1732.5778,429.71744,1458.6031,1576.835,2.9268103,2.6366229,1.4619184,1.1449636,207.125,242.07999,4.6495104,0.21480928,2.8558853,2.2826364,1.140751,0.50464374,0.24095732,0.090238765,0.039371483,0.019734936,634.625,369.5,268.5,231.25,198.875,163.375,105.375,53.125,0.5,0.5,1.0,0.5,0.70710677,0.5,-2.5379415,-2.5026274,-2.4999387,-7.6640158,-7.5817513,-7.3723388,1.212787,191.75,198.5,127.625,56.5,23.375,9.875,4.625,1.875,0.11312849,0.050270271,1.3744254,1.2795078,1.0891223,1.1879141,1.3466202,1.7136919,1.9287326,1.8737371,0.31947365,1.2044817,2.4952736,3.2752512,3.5649769,4.1010914,4.9735808,4.890739,1.3467083,365.89215,492.75,935.625,514.125,224.75,78.375,30.375,11.625,4.625,1.875,743.875,315.625,97.125,21.875,7.0,1.75,0.0,0.0
