mol,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1378.8251,889.51257,486.71725,1071.1332,307.6918,15240.908,8340.3867,402.79532,6900.5215,1.0250601,2.3114491,260.74603,39.655655,36.689713,30.470703,1.7284824,-90.195763,0,61.873848,143.97929,127.01735,-6.2190094,0.6451236,0.3529942,0.77684492,0.22315508,11.053548,6.0489087,0.13594735,0.52891123,0.59228516,46481.93,23180.141,25957.576,43826.145,6.6622615,4.9357905,4.7314749,1.8198773,1021.625,1089.3811,3.1657114,0.064249277,2.3615527,1.9655939,1.1355587,0.59649789,0.35084957,0.1954056,0.10033541,0.050064862,1856.75,1101.75,813.5,704,610.375,503.625,294.5,145.625,12.459936,0.5,12.509996,0.5,0.5,0.70710677,-2.9427538,-2.9281018,-2.9111187,-10.530129,-10.352126,-10.211211,1.600817,315,395,444.875,245.75,131.125,76.375,39.125,18.875,0.21988322,0.12890625,1.5934153,1.4632292,1.4186203,1.5439497,1.732631,1.944819,2.0695682,1.9155006,0.44663745,0.83717257,1.6905094,1.9859589,1.7998286,1.4481438,1.3165431,1.5049814,1.6642195,1284.9868,2138.5,2787.75,1645,844.875,366.25,178.875,90.75,41.125,18.875,2472.75,1250,400,120.5,47.75,14.375,2,0
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1388.0499,879.86377,505.85547,1042.0437,346.0062,15075.586,8667.834,374.0083,6407.7524,1.0243081,2.0167503,294.16827,37.369068,46.699287,40.390514,2.8713188,-100.6271,0,61.010117,163.98491,152.52725,-6.3087749,0.63388485,0.36443609,0.75072497,0.24927503,10.860983,6.2446122,0.17975931,0.49312904,0.70680726,47305.77,21207.75,30397.299,43006.488,6.7210426,5.2817044,4.1362963,2.2393386,1022.375,1105.1096,3.4021842,0.054722358,2.40922,2.0403438,1.2903589,0.7133857,0.36757597,0.15289274,0.062119469,0.021447124,1815.25,1058.75,766,639.375,547.375,440.75,259.875,126.75,1.118034,0.5,0.70710677,0.5,10.735456,10.488089,-3.0220358,-2.9642453,-2.9590278,-8.4461813,-7.9543033,-7.801825,1.6084425,490,566.125,563.75,273,111.375,43,17.75,6.375,0.21687336,0.098533727,1.5512588,1.5051486,1.4943026,1.7318745,1.9983362,2.1828537,2.1193397,1.7013462,0.17797156,0.72733539,1.4553596,1.6746225,1.9120284,2.3322616,2.4658298,2.5650563,1.6562004,1290.9066,2138,2955.375,1817.75,978.875,405.375,166.125,63,24,7.875,2465.375,1251.625,415.125,132.375,54.75,20,6.25,1.5
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1399.786,824.45483,572.50061,1017.7917,381.99442,14125.385,9809.2246,251.95422,4316.1592,1.026819,4.2239933,298.64847,34.665134,74.193161,72.704308,1.1849152,-123.99667,0,59.284447,152.75473,130.80968,-1.4888529,0.58898628,0.40899149,0.72710514,0.27289486,10.091103,7.0076599,0.097915582,0.47123894,0.64477843,49738.828,22153.762,30312.156,47011.742,6.891716,5.4481144,4.4853845,1.7047949,1019.875,1113.1481,3.3358648,0.05639971,2.3943913,2.0151782,1.2558604,0.69587052,0.38430327,0.18982294,0.090702415,0.045511436,1860.25,1114.25,828.625,699.75,605.375,497.875,302.5,168.125,0.70710677,0.5,1.118034,8.2006102,8.6458082,0.70710677,-3.3799345,-3.361676,-3.2701921,-10.515851,-10.382919,-10.361053,1.6243788,514.875,574.125,552.625,291.875,141.625,70.75,34.875,18.5,0.23457535,0.12754555,1.4846452,1.4098612,1.419883,1.5587248,1.7454832,1.9409363,1.7959104,1.7371733,0.329873,0.8701148,1.6647118,2.0472984,2.084053,2.2801869,2.6991405,3.492192,1.6489789,1318.0884,2173.5,3005,1842.875,987,426.25,194.375,89.25,39.875,20.125,2490.125,1268.75,434.375,134.375,52.75,18.5,5,1.625
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1363.439,846.521,514.03522,968.70251,394.73651,14504.291,8807.9941,332.48578,5696.2974,1.0249346,0.99123448,309.98117,33.31332,51.807644,44.961826,2.5347974,-101.75985,0,59.81377,189.9127,169.35745,-6.8458195,0.62087196,0.37701374,0.71048462,0.28951535,10.63802,6.4601302,0.12801088,0.45692727,0.68503094,44361.691,18926.668,28375.094,41421.621,6.5085411,5.0470777,4.2789822,1.8057742,1021.75,1101.9701,2.4541981,0.060615454,2.398237,2.0702469,1.3520094,0.69872779,0.36740083,0.180474,0.080598094,0.031896763,1689,1028.125,765.375,640.375,544.875,444.875,274.875,149.75,8.6168442,0.70710677,8.9861002,0.70710677,11.045361,11.022704,-3.1034956,-2.9442339,-2.9193516,-8.5520077,-7.9210038,-7.8884454,1.583021,493.625,602.125,566.125,274.5,134.25,64.5,29.625,11,0.2330557,0.11750927,1.2602496,1.1760931,1.2772256,1.489198,1.6828822,1.7795686,1.3871858,1.6162403,0.42419186,0.84246027,1.3148351,1.5191044,1.367546,1.1518893,1.3862486,1.5749202,1.6817799,1268.9681,2134.125,2908.375,1843.5,995.125,399.625,178.375,75.25,30.5,11.125,2414.75,1241.375,429,125.125,44.125,10.75,0.875,0.125
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1380.7648,855.74347,522.28455,981.56866,399.19614,14662.31,8949.8682,333.45892,5712.4409,1.0244334,2.0814426,265.11951,37.697357,38.950798,34.10247,2.0891192,-132.02414,0,62.023033,127.10241,129.20752,-4.8483257,0.61976051,0.37825745,0.71088767,0.28911233,10.618977,6.4818196,0.13683693,0.40336108,0.77675325,47928.367,17735.252,34152.809,43968.672,6.7651262,5.6638184,3.7656636,2.09513,1022.25,1096.8921,4.3351188,0.050799143,2.4191418,2.0547864,1.2932131,0.74158984,0.38543659,0.17314681,0.081142746,0.030637702,1768.625,1050.25,775.25,656.75,570,475.25,285,139.875,0.5,0.86602539,0.70710677,0.5,1.118034,0.70710677,-3.0362573,-3.0330434,-2.97226,-8.0493565,-7.7310495,-7.7235131,1.5871774,475.125,525.75,510.125,272.625,122,55.375,25.875,10.5,0.23589166,0.11096308,1.9824531,1.8811326,1.9530419,2.1926377,2.4666057,2.6004252,2.222872,1.6328751,0.4916546,0.80616677,1.6360837,2.1714292,2.3857863,3.2590134,4.0896397,4.9612374,1.6792077,1275.0806,2141.125,2959.75,1850.125,1015.75,427.5,182.875,72.875,30.125,11.625,2484.625,1324.375,505.625,154.875,60.875,17.5,4.25,1.125
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1420.3125,890.73334,525.91931,1084.2833,336.02921,15261.825,9012.1533,364.81406,6249.6724,1.0279529,3.4586763,303.79678,36.958214,63.561337,64.699013,3.610575,-152.5009,0,61.930603,173.07951,136.59839,1.1376748,0.62713897,0.3702842,0.76341176,0.23658821,10.745399,6.34519,0.11653837,0.44825235,0.67528963,48424.16,20443.434,30797.916,45606.973,6.8000269,5.4484725,4.2130556,1.8599842,1018.75,1122.954,3.1767375,0.054004613,2.3600111,1.9537388,1.1434573,0.64747024,0.3946642,0.22144593,0.11260806,0.046770968,1914.125,1126.875,833.375,712.25,621.375,517.5,297,148.5,10.920165,11.157957,0.5,0.5,0.70710677,0.5,-2.8353953,-2.6895545,-2.6682129,-11.161205,-10.926028,-10.396205,1.6326901,391.25,420.375,428.875,261.625,145,82.125,45.625,18,0.2563372,0.14285715,1.2882683,1.2209786,1.3397802,1.5319549,1.6830726,1.5798327,1.088405,1.0820899,0.60555059,1.2501707,1.6875938,1.7689049,1.869741,2.2023282,2.603472,3.0499003,1.6419046,1326.9651,2178.75,2943.5,1748.75,933.625,425.25,213.625,101.75,47.5,18.125,2552.25,1328.375,504.75,163.625,68.625,19.625,1.875,0.125
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1410.9475,880.80463,527.24463,1047.4541,363.49341,15092.588,9033.2822,353.56003,6059.3057,1.0238074,2.2282543,291.33875,34.225254,55.902691,51.779007,1.964725,-103.26052,0,59.996834,135.23085,143.37292,-4.123682,0.6242646,0.37368122,0.74237639,0.25762361,10.696774,6.4022803,0.11724358,0.47628462,0.66431403,46512.906,20698.305,28869.658,43457.848,6.6644807,5.236948,4.4144258,1.7931755,1022.875,1103.4253,1.4299122,0.055943508,2.4036775,2.0400205,1.2822082,0.69061112,0.37856182,0.18186864,0.079130732,0.030344533,1801.375,1069.25,784.5,663.25,574.125,473.75,284.875,152.125,0.70710677,0.5,0.5,0.5,1.2247449,0.86602539,-3.2637067,-3.2201352,-3.1935596,-10.562678,-10.124391,-9.9553909,1.6208923,478.875,577,544.625,279.5,129.375,60.125,25.125,9.5,0.23263225,0.11835658,0.99551648,0.82158834,0.85949534,0.96991283,1.0995506,1.1795397,1.0499713,1.2063736,0.32983583,0.22986239,0.60442173,0.68449742,0.63438189,0.43015939,0.10531659,0.87918997,1.6482381,1308.4426,2156.625,2972.25,1827.625,972.75,408.125,182.5,78.5,31.5,11.75,2493.375,1250.625,428.125,128.625,53.125,18.375,6.375,2.25
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1410.6527,856.0293,552.84796,1016.9907,393.66208,14666.35,9472.4971,303.1813,5193.8525,1.0297217,3.6298308,269.55878,37.522446,51.773766,48.665009,2.5380876,-80.208237,0,61.616261,107.68997,119.21697,-3.1087577,0.60683203,0.39190933,0.72093624,0.27906376,10.396853,6.7149744,0.18798223,0.45983705,0.75497431,47003.293,19517.559,32044.518,42444.512,6.6995206,5.3616862,3.9828677,2.3246617,1017,1103.7574,2.4327528,0.05316117,2.3982203,1.9846884,1.2208223,0.69244289,0.38113695,0.19493152,0.1066319,0.060586058,1820.75,1097.625,821.125,701.125,609.375,506.5,296.125,159,0.5,0.5,0.70710677,0.5,2.236068,2.2912879,-3.4894361,-3.4568884,-3.3866234,-9.0870399,-8.9496841,-8.9356117,1.6083086,437.625,503.125,506.375,291.375,145.5,78.125,44.125,23.125,0.24143705,0.13692281,1.346745,1.1613876,1.0663358,1.217088,1.4725542,1.6140898,1.7121735,1.6950361,0.51725411,1.3454567,1.9181855,1.6570592,1.4548012,1.8368369,2.6950903,3.6053593,1.6644013,1303.3966,2169.375,2967.25,1812.25,975.75,427.75,198.25,96,48.125,24.75,2529.625,1309.125,469.375,136.375,52.75,17.875,4,1.625
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1387.2373,889.86206,494.5589,1025.9463,361.29099,15246.896,8474.7617,395.30313,6772.1348,1.0214357,1.5388954,314.01923,43.509678,48.540874,48.005386,3.3595304,-113.07523,0,67.682053,155.51851,151.46259,-0.53548992,0.64146346,0.35650635,0.73956078,0.26043922,10.990835,6.1090927,0.43237743,0.60643226,0.96207571,42908.422,20261.609,32144.07,33411.164,6.4010448,4.8084674,3.5390441,3.1618276,1025.25,1099.8125,5.1683531,0.065100633,2.4152648,2.0879805,1.2292414,0.62183958,0.36129096,0.19904968,0.10674459,0.053097203,1855.75,1119.375,820.375,692.625,602.375,503,321.75,166.25,0.70710677,7.1763501,6.8190908,5.17204,5.5,0.70710677,-2.7233398,-2.6539383,-2.6383643,-9.7045841,-9.3366547,-9.2094822,1.5857587,443.25,460,434.75,237.625,132.625,78.25,43.125,20.625,0.23144904,0.13517416,2.0255075,1.9007962,1.9938557,2.1084349,2.2497404,2.2305532,1.6258452,1.5427767,0.51484853,0.91358399,1.7836725,2.4743226,3.1886742,3.8419666,4.6555934,5.2918043,1.6826048,1276.8149,2148.375,2960,1810.5,926.375,389.625,189.875,93.625,44.375,20.625,2516.75,1350.5,491.625,152,57.25,15.375,1.25,0
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1423.8276,905.63849,515.31232,1088.1288,335.69885,15517.21,8829.3613,390.3262,6687.8491,1.0254364,2.4279032,315.62253,40.25983,44.447071,45.115665,3.9991486,-105.93933,0,60.694935,171.17453,165.55295,0.66859269,0.63605911,0.36192042,0.76422787,0.2357721,10.898236,6.2011442,0.16050698,0.43397138,0.75018352,46904.777,18639.09,32220.416,42950.047,6.6924963,5.4565887,3.8909512,2.1860907,1021.25,1104.9825,2.0091805,0.055316672,2.3776159,1.9977571,1.2117056,0.66561645,0.36437947,0.16128337,0.081116714,0.028352428,1893,1118.875,823.875,700.625,602.625,487,285.125,143.625,0.70710677,10.839742,11.510864,0.5,0.70710677,1.118034,-2.768919,-2.639811,-2.6135895,-8.6142492,-8.2843685,-8.0735807,1.6468953,490.875,526.75,502.625,262.25,119.25,57.625,31.5,10.25,0.21605219,0.10401427,1.2832044,1.3068585,1.2349275,1.4453491,1.6692533,1.9098152,2.0699887,1.816489,0.57771492,0.92468882,1.5034106,1.3622733,0.8206349,0.59418505,1.0685503,2.4079475,1.6242797,1332.8215,2164.875,3006.75,1812.625,962,409.625,178,72.875,32.375,10.25,2515.875,1285.875,459.375,147.375,58.75,15.25,0.875,0
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1399.2059,849.51373,545.56537,1009.9132,389.29279,14555.568,9347.7168,303.94839,5207.8516,1.0251855,1.7981776,306.56689,36.495296,56.206982,54.185589,1.7776138,-118.78067,0,61.414318,168.7606,152.69409,-2.0213912,0.60713989,0.38991067,0.72177595,0.27822408,10.402735,6.6807294,0.11080924,0.46914575,0.64945728,47783.059,21162.266,29295.773,45108.082,6.7548633,5.1885161,4.4484282,1.7271544,1021.5,1106.4625,2.6774619,0.050469566,2.3887355,2.016506,1.3071283,0.74564332,0.40055504,0.19213782,0.083292596,0.037316289,1759.625,1045.375,771.25,651.125,560.625,462.875,261.75,132.625,0.5,0.5,0.70710677,12.4499,12.658989,0.5,-3.0850255,-3.0255501,-2.9167929,-8.9667587,-8.8155117,-8.682004,1.6160551,500.625,618.125,577.875,295.875,136.375,57.75,24.75,11,0.25931928,0.12689576,1.2148517,1.1409404,1.1516914,1.3310839,1.5106475,1.7829771,1.9084655,1.7853267,0.30118471,0.85873687,1.3410094,1.4800181,1.5737072,1.8747864,2.3008125,2.6786458,1.651605,1302.0668,2150.5,2975.125,1855,1033.5,449.25,200,82.625,34.125,14.75,2474.5,1236.875,455.625,153.375,63.625,24.875,9.375,3.75
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1435.2949,885.36652,546.67847,1000.9822,434.31271,15169.87,9367.8818,338.68808,5801.9883,1.0235572,4.2426653,301.56805,32.597614,76.341705,74.932106,1.4503914,-61.190254,0,59.557114,133.57787,133.03084,-1.4095997,0.61685336,0.38088229,0.69740528,0.30259475,10.569166,6.5267992,0.14610566,0.49776164,0.64041185,48278.418,22478.199,28920.076,45158.559,6.7897863,5.1615829,4.4301543,1.9729515,1023.125,1108.7283,3.0593097,0.053470023,2.4103384,2.0623565,1.3224598,0.71936411,0.40253684,0.19155532,0.10109085,0.056783263,1774.625,1096.875,825.875,701.5,608.875,509.625,313.125,179,0.70710677,7.7781744,7.1063352,0.70710677,11.55422,11.247222,-3.2884336,-3.2382278,-3.0311267,-10.200793,-10.182642,-9.7919893,1.6350311,546.375,612.625,563.875,302.5,148.875,79.875,45.875,24.75,0.25276223,0.13684961,1.0846274,1.139501,1.2504658,1.3330501,1.3988692,1.3423328,1.1159999,1.3735538,0.56361526,0.88961172,1.3490372,1.6523552,1.8275793,2.3922863,2.7534714,2.8819003,1.6412765,1331.6616,2185.625,3092.375,1951.75,1069,453.5,208.75,96,46.75,24.75,2546,1339.125,505.125,151,59.875,16.125,0.875,0
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1404.7719,909.00433,492.81113,1003.8212,400.95062,15574.88,8444.8115,416.19321,7130.0688,1.0274485,1.1593745,278.8876,33.185894,48.861179,45.131863,2.3658102,-92.084877,0,60.967304,143.15022,137.23672,-3.729315,0.64708328,0.35081223,0.71457952,0.28542048,11.087125,6.011518,0.17208594,0.45680851,0.74795961,46231.418,19157.484,31367.684,41937.668,6.6442842,5.2786846,4.0725327,2.1897695,1019.25,1101.8168,3.1130161,0.053957567,2.403353,2.0779114,1.2746749,0.70599967,0.39143455,0.18975358,0.084744975,0.039670512,1757.25,1051,772.5,647.875,556.125,457.75,279,137.375,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-3.3291793,-3.1212997,-2.9423418,-9.2804003,-9.2495203,-9.1044998,1.6093941,458.125,561,532.75,287.625,142.375,69.75,33.375,14.75,0.25679612,0.13274166,1.3212305,1.2681105,1.3977283,1.5660986,1.698629,1.7735221,1.0592853,0.85446119,0.13166051,0.5822404,1.0819452,1.3880831,1.7772058,2.412899,3.4521372,4.0519538,1.6592758,1298.006,2153.75,2975.125,1866.375,999.5,430.25,198.375,86,34.75,14.875,2517,1305.375,466.75,142.625,56,16.25,1.375,0.125
O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,O=C(O[C@]1CN2C(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(OCc4ccccc4)cc3)NC(=O)[C@](CCCCN)NC(=O)[C@@](Cc3c4c([nH]c3)cccc4)NC(=O)[C@](c3ccccc3)NC(=O)[C@@]2C1)NCCN,1367.9115,887.15851,478.24344,1042.2961,325.61539,15200.574,8195.6572,408.9151,7004.9165,1.0244334,1.9559116,287.00818,41.356369,36.895054,38.124264,2.6000593,-110.94029,0,62.06078,162.94394,142.86671,1.2292076,0.64854968,0.34961575,0.76196164,0.23803833,11.112249,5.9913654,0.095360443,0.43993285,0.66860884,47551.789,19842.713,30156.906,45103.961,6.7384968,5.4320555,4.2416453,1.6774451,1022.25,1090.2214,3.2984211,0.055268772,2.4009821,2.0460892,1.2657853,0.69746614,0.37786704,0.16411366,0.070275277,0.023491383,1770.125,1044.875,773.375,652.375,561.875,459.625,278.125,137.875,0.5,0.5,1,0.5,0.70710677,0.5,-3.5069377,-3.3309777,-3.3102858,-8.6084633,-8.5882864,-8.0632162,1.5903629,458.125,551.125,510.125,259.125,119.875,54.875,23.125,8.125,0.22919023,0.10653382,1.8105928,1.6916388,1.6851822,1.8328445,2.0668468,2.2397997,1.9241334,1.4018162,0.50530452,0.59912574,1.263422,1.5710911,1.6803825,1.4692587,1.5727644,1.8866214,1.67143,1270.9177,2124.25,2910.75,1810,963.375,409,177.25,69.5,25.75,8.5,2452.625,1258.875,453.25,149.875,57.375,14.625,2.625,0.375
