mol,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1514.6724,969.19006,531.5329,1018.1122,496.56021,19071.721,10459.505,437.6571,8612.2168,1.0644145,2.950372,380.20474,41.703743,90.738907,98.592041,2.208338,-181.57013,0,62.121967,210.37051,175.57864,7.8531332,0.63986778,0.3509227,0.67216659,0.32783341,12.591318,6.9054565,0.032093175,0.12278358,0.9255904,98396.922,11796.212,88924.43,96073.203,9.2894487,9.2467432,3.0702405,1.6565142,1071.25,1179.4438,8.2847099,0.033371653,2.4357562,2.0897908,1.3644164,0.78300768,0.42152172,0.19105129,0.090446979,0.039785974,1837,1074.25,793.625,654.875,547.5,426.625,280.375,148.875,0.86602539,0.70710677,1.5,6.1644139,0.5,6.5764732,-2.7629788,-2.6505542,-2.6018074,-9.0718565,-8.9676418,-8.9150038,1.6856918,646,843.5,761.375,377,170.25,75.75,36.625,16,0.27327138,0.13609467,3.8493204,4.170392,4.565011,5.1896148,5.8506413,6.0156422,5.8749223,5.8755112,0.67536587,1.1241359,2.7383125,3.4895997,3.7569492,3.7377009,3.9782248,4.2516518,1.6099259,1404.1019,2260.5,3197.75,2049.625,1123.75,491.625,216.875,89.125,38.625,16,2551.75,1206.125,362.375,114.625,46.625,13.375,2,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1446.0745,929.39685,500.87207,923.7417,522.33276,18288.67,9856.6611,428.52475,8432.0088,1.0637938,4.2720218,399.60129,45.690582,88.230316,91.838974,1.5593411,-124.28861,0,61.91914,205.28346,198.59323,3.6086597,0.64270329,0.34636673,0.63879263,0.36120737,12.647116,6.8161507,0.034094032,0.18120311,0.87164849,85819.82,15150.456,72878.836,83610.352,8.6754704,8.6137543,3.4062622,1.5904927,1071.875,1161.8456,8.2939863,0.027803877,2.4426072,2.0826762,1.3946899,0.83478856,0.51327014,0.27831247,0.12609246,0.052682277,1657.875,980.375,729.75,607.25,508,393.5,252,126.375,0.5,0.70710677,1.118034,0.70710677,0.86602539,0.5,-2.9029319,-2.8045416,-2.7552688,-10.061595,-9.9943142,-9.9196959,1.6378198,583.25,782.375,754,416.25,213.75,100.875,47.625,18.625,0.37667009,0.20378757,4.4761376,4.8332367,5.1575832,5.6997843,6.4578924,6.8485174,7.2461958,7.6081128,1.0723982,0.77706915,2.3125362,2.9124236,3.1644554,3.3629472,3.823266,5.2522988,1.6476761,1348.9453,2222.625,3099.125,2051.625,1173.625,556,274.875,123.75,53.125,20.5,2515.875,1269.25,419.625,139.75,61.125,22.875,5.5,1.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1489.4854,933.78595,537.55786,971.66577,517.81952,18375.039,10578.063,396.22806,7796.9756,1.0684038,0.58406144,495.31238,126.09989,62.645161,92.191185,6.1510572,-124.89523,0,130.11639,276.84933,140.75385,29.546022,0.62691849,0.36090177,0.65235001,0.34764996,12.336503,7.1018248,0.031747304,0.11418276,0.9357959,97131.859,10820.39,88679.555,94763.781,9.2295399,9.3775349,2.8295813,1.670868,1067.25,1157.5188,9.9909325,0.028808393,2.429656,2.0595794,1.3526919,0.80065149,0.47017935,0.25572383,0.12381873,0.062250014,1811.5,1065.5,787.25,659,554.875,423.875,278.625,137.5,6.745369,5.7227616,10.59481,7.7942286,7.7781744,0.5,-2.3915813,-2.373991,-2.2974203,-9.9381123,-9.9009771,-9.8550034,1.6771922,605.5,788.625,752.5,423.25,217.25,113.5,55.625,27.875,0.3301048,0.19062974,4.6754889,4.9585934,5.3733478,6.0772495,6.9280338,7.2284985,7.1535959,6.9566789,0.59710544,1.3965299,3.3776627,4.2643099,4.6265984,4.9381742,5.2214189,5.6111012,1.6154257,1392.4348,2249.375,3156.875,2027,1136.625,535.5,259.875,125.625,56.875,27.875,2551.375,1238.375,384.125,112.25,42.625,12.125,1.25,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1484.6311,938.42657,530.39777,987.73273,496.89841,18465.42,10436.637,408.02881,8028.7832,1.0620599,1.4201509,395.68533,37.626663,115.21776,121.2702,2.1145101,-109.15029,0,62.21759,206.85733,172.45638,6.0524449,0.63209409,0.35725895,0.66530514,0.33469486,12.437716,7.0297842,0.058264226,0.16368493,0.9307369,87020.5,13601.791,77341.813,83097.391,8.7359467,8.6414232,3.0485337,2.0858653,1073.625,1181.8123,8.0077085,0.029521359,2.4142816,2.04211,1.3307146,0.78966379,0.46372083,0.2195258,0.086521186,0.032918964,1733.75,1023.5,762.625,642.875,539.25,414.875,274.5,143.25,6.2849026,6.0621777,0.5,0.5,0.5,0.70710677,-2.8906901,-2.7107544,-2.6741476,-13.41142,-13.389282,-13.294052,1.6627814,595.5,849,791.625,415.125,195.375,85.125,34.25,13,0.3166694,0.15788451,4.2239342,4.4933619,4.9350848,5.6606789,6.4419699,6.5472012,6.0731926,5.6210551,0.79189813,1.2310394,2.749593,3.2354801,3.0812562,2.8650739,2.5598583,2.4553037,1.633701,1387.7234,2267.125,3122,2035.5,1127.375,522.25,241.5,101.5,38.125,15.375,2526.5,1186.5,335.75,107.125,46.125,16.375,3.875,2.375
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1480.2889,927.15479,538.56116,953.29431,526.99457,18245.479,10598.345,388.59369,7647.1348,1.0671539,3.5263565,375.40829,44.718769,80.827621,89.134453,2.3215699,-135.06035,0,64.17466,167.03789,175.05884,8.3068333,0.62633371,0.36382163,0.64399207,0.35600793,12.325621,7.159646,0.053835239,0.15935478,0.93783659,89092.961,13539.433,79682.422,84964.078,8.8393621,8.7366381,3.0300035,2.0271115,1068.5,1168.6311,10.672944,0.02704698,2.4257386,2.0696363,1.3894,0.87308973,0.50848693,0.25883913,0.12609677,0.059296072,1640.625,945.75,699.625,590.125,498.875,383.625,240.875,112.5,0.70710677,0.5,0.5,0.5,9.7979593,10.012492,-2.7061896,-2.6652296,-2.6220732,-8.9776125,-8.9703426,-8.9556227,1.6693348,641.25,887.5,839.5,453.875,231.5,112.875,53.375,24.75,0.39860639,0.21796229,5.4726462,5.963594,6.3753638,7.0441527,7.8274546,8.1996489,8.2074947,8.3496113,0.72371393,1.3882166,3.2662706,4.1528158,4.3195772,4.419188,4.0321665,3.5719826,1.6187792,1378.6624,2231.75,3135.25,2077,1202.25,573.125,278.875,128.625,56.625,25,2494,1189.5,362.75,119.25,47.375,15.75,3.25,0.25
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1476.0702,984.43988,473.50735,984.1051,491.96506,19372.791,9318.1514,510.93253,10054.641,1.0625547,2.3225372,478.62234,99.757515,70.699799,84.411209,8.1975613,-66.567978,0,90.365883,298.2326,195.8902,13.711412,0.66693294,0.32078919,0.6667062,0.33329383,13.124574,6.3128104,0.05859369,0.15193772,0.93325943,85039.438,12392.783,76121.203,81564.891,8.6359358,8.5903788,2.8903308,2.0793984,1073.125,1178.9536,8.7977705,0.03492089,2.3914852,1.9901283,1.2754846,0.74872726,0.44077694,0.22661984,0.12073306,0.061502006,1783.75,1051.5,781.75,658.75,563.75,432.375,275.125,138.625,16.124516,0.5,16.132265,0.70710677,0.5,1.118034,-2.417701,-2.3666537,-2.3655827,-10.567926,-10.44102,-10.376482,1.6537987,538.875,640,648.25,364.625,189,92,48.375,25.375,0.30988169,0.16925997,4.3299956,4.5937567,4.9772658,5.4551864,6.1392918,7.0859299,6.2416887,6.4440055,0.97162336,1.1034367,2.8310387,3.5883603,3.8910451,3.9888422,3.9649282,3.9285493,1.638064,1372.657,2248.5,3019,1893,1047,494.375,242.25,111.5,55.5,27.25,2480.125,1253,398.75,129.75,53.25,19.5,7.125,1.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1470.0795,952.32513,505.18552,956.12378,513.95569,18740.807,9940.5352,447.13962,8800.2715,1.0637938,3.5936522,409.91833,48.254524,92.35907,99.287613,3.8439765,-160.69499,0,69.186493,234.8161,189.34573,6.9285474,0.64780521,0.34364504,0.65038919,0.34961084,12.748158,6.7619038,0.028452188,0.10495239,0.94754773,95529.203,9769.5674,88203.141,93085.695,9.1530809,9.4027481,2.7389512,1.5860344,1071.875,1170.2715,9.4974461,0.03040232,2.4252565,2.0733786,1.3279983,0.76994324,0.44156602,0.2193727,0.11855442,0.063833408,1755.125,1042,762.875,641.625,545.625,429,276.125,127.5,1.118034,7.5332594,7.1763501,0.5,6.3835726,6.041523,-2.410773,-2.3647161,-2.342026,-10.123525,-9.9214592,-9.8428307,1.6505457,567.375,765.375,722,378.25,186,99.125,53,27.875,0.30689824,0.17046562,5.0085692,5.3814707,5.8919363,6.3678174,7.044867,6.7753806,7.0228391,8.2936392,1.1736141,1.0606582,2.8731451,3.5262206,3.6618998,3.9974287,4.36131,4.759582,1.6413835,1370.1094,2248.875,3068.375,1975,1088.125,498.875,234.125,109.375,54,27.875,2501,1209.625,366.125,120.625,48.125,10.25,1,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1450.5638,945.33398,493.35938,947.60114,502.96268,18603.229,9708.8193,451.97461,8894.4082,1.0637938,3.8010595,408.42917,35.633926,107.36087,109.79588,2.0888236,-175.24074,0,60.4053,240.92589,200.50523,2.4350119,0.65170103,0.34011558,0.65326405,0.34673598,12.824825,6.6931348,0.03901846,0.12869655,0.93247968,90836.867,11343.418,82189.516,88140.813,8.9254532,8.942646,2.8652103,1.766449,1071.875,1176.4836,9.3825932,0.030873727,2.4317839,2.0940588,1.3846021,0.83294111,0.4649604,0.21468048,0.085715577,0.037588444,1671.125,975.625,727.625,609.25,509.75,401.125,249.5,122.25,0.5,12.903488,12.73774,0.70710677,0.5,0.86602539,-2.5577369,-2.531728,-2.4551115,-9.3908319,-9.2562132,-8.7821684,1.6473316,627.375,852.5,753.375,379.875,172.375,71.75,29.625,15,0.32863769,0.16064833,4.7655187,5.2636075,5.7328405,6.2567029,6.9361434,6.9640737,7.3417668,8.0177469,1.0319779,0.69797415,2.4228086,3.2302382,3.670454,3.8647916,4.0641913,3.9182241,1.640646,1360.8969,2232.75,3099.125,2033.75,1138,524,239.125,97.875,36,15.875,2471.75,1181.25,384.625,144.125,66.75,26.125,6.375,0.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1471.176,962.12158,494.98746,957.70105,513.47504,18933.59,9740.3633,467.13409,9193.2266,1.0635457,1.9865669,375.46283,39.476055,72.457153,76.689293,2.6292317,-135.13255,0,61.743336,184.68564,194.9249,4.2321401,0.65398127,0.33645698,0.65097654,0.34902349,12.869697,6.6208005,0.053296968,0.14375138,0.94240308,85420.32,11772.176,77175.852,81892.609,8.6552534,8.6657457,2.7969842,2.0005858,1072.125,1173.2085,8.9089603,0.02935357,2.4113164,2.0816135,1.3830056,0.82529831,0.45573723,0.22137254,0.097618215,0.047634304,1671.125,978.375,723,601.625,509.125,391.625,257,129.125,0.5,0.5,0.70710677,0.86602539,7.9529867,7.9686885,-3.3323424,-3.1226559,-3.1226261,-9.1539583,-8.8711548,-8.8081942,1.6546679,597.875,872.75,816,421.125,195.375,87.625,38.875,18,0.32831949,0.16683981,4.6076107,4.9962349,5.3864703,6.1490088,7.0102229,7.1967931,7.3854504,7.2160873,1.0166138,0.77705258,2.5928693,3.2542121,3.5442626,3.5196176,3.2710567,2.9542429,1.6368394,1372.7676,2247,3077,2028.75,1144.125,523.25,237.375,100.375,41.125,18.125,2479.125,1156,328.125,102.125,42,12.75,2.25,0.125
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1468.4794,956.27203,501.74005,960.18665,508.29272,18818.479,9873.2412,454.53201,8945.2373,1.0697821,1.5166435,402.95486,51.827774,80.516655,85.894249,2.8263986,-111.83069,0,63.836567,188.25049,198.56987,5.3775911,0.6511988,0.3416732,0.65386456,0.34613544,12.814941,6.7234454,0.045593921,0.11678339,0.96013385,88450.742,9947.0283,81779.43,85175.031,8.8074455,8.8600836,2.5432038,1.89187,1065.875,1158.2417,9.1651278,0.029098861,2.4044845,2.033293,1.3130815,0.81947589,0.4800812,0.24525337,0.1160324,0.061364483,1649,972.125,723.375,619.5,524.75,403.625,261.625,123.875,6.3835726,6.745369,0.5,0.70710677,0.70710677,0.70710677,-2.5526373,-2.5294468,-2.5091307,-12.174903,-11.963593,-11.436799,1.6595757,605,836.125,778.75,431.375,217,102.375,49.25,25,0.35787109,0.19108152,4.7983708,5.1899805,5.5089464,6.0444589,6.6847429,7.0064025,7.1324811,7.4667358,0.90614051,1.0466501,2.7173214,3.3406453,3.6588993,3.8186393,4.0858116,4.7028832,1.6260456,1366.8129,2222.5,3034.875,1988.125,1120.25,537.625,258.875,118.375,54.75,27.625,2429.875,1152,341.5,106.25,41.875,16,5.5,2.625
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1481.0148,959.38922,507.56818,988.17542,492.83942,18877.902,9987.9268,451.82104,8889.9756,1.0660316,1.8946533,346.70337,44.362671,76.26255,77.494385,1.9888785,-101.59985,0,61.496151,160.39438,161.3613,1.2318339,0.6477918,0.34271649,0.66722858,0.33277142,12.746599,6.7439747,0.048590656,0.11955676,0.96331179,90599.109,10400.787,83802.875,86994.555,8.913765,8.9676151,2.59712,1.9767573,1069.625,1175.0657,8.3570023,0.030927038,2.4286399,2.0422063,1.3210288,0.77841902,0.44781661,0.23145208,0.11545028,0.058643922,1765.5,1029.125,764.625,638.5,543.5,411,271.875,140.375,0.5,0.5,0.70710677,8.1547537,7.6485291,0.70710677,-2.9323559,-2.9220748,-2.83496,-11.47167,-10.419736,-10.343962,1.6483803,595.625,778.75,729.75,393.5,192.125,93.375,51.625,26.25,0.32041851,0.17697729,4.0876508,4.4190688,4.9012351,5.3465004,5.9986229,6.3534999,6.3560109,6.5169115,0.71291906,1.1434002,2.8109581,3.3839307,3.4809034,3.5726995,4.2710195,4.6855764,1.6444833,1369.8832,2252.75,3097.625,1975.125,1092.875,511.5,245,113,54.25,26.25,2502,1196.375,363.125,118,52.875,19.625,2.625,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1445.6644,891.58112,535.54077,959.25488,486.40952,17544.533,10538.907,356.04031,7005.6255,1.0630499,1.9954952,449.08267,68.329727,83.082802,110.99701,7.1849294,-134.99808,0,102.84354,243.11499,159.72748,27.914211,0.61672759,0.37044612,0.66353911,0.33646089,12.135965,7.2900095,0.041273382,0.12465622,0.94704616,91793.211,11046.562,83923.648,88616.211,8.9723148,9.1012764,2.7178838,1.8490016,1072.625,1155.4402,8.497632,0.029380424,2.4178412,2.0714042,1.3503128,0.83841616,0.49229592,0.26175633,0.13845094,0.068139695,1736.625,1030.125,763,644.125,540,415,273.5,132.875,6.8738637,6.7082038,1.118034,0.5,0.5,0.70710677,-2.9990363,-2.9786544,-2.9054577,-9.8993483,-9.7007027,-9.6046953,1.6406443,632.5,841.5,809.75,442.5,226,116.625,59.125,28.125,0.34551114,0.19871919,4.8469663,5.0378876,5.3431468,6.0622621,6.8439417,7.2526388,7.0133929,6.6146531,1.0710751,0.99298936,2.7598307,3.3676775,3.1701548,2.8269165,2.3336473,2.0841713,1.6457947,1352.8418,2226.5,3070.5,1985.25,1132.5,542.625,263.625,128,60.25,28.125,2438,1143.75,322.75,100.125,37.625,11.375,1.125,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1443.0923,931.38794,495.77771,921.9566,521.13568,18328.783,9755.9141,435.6102,8572.8691,1.0655334,2.5137513,354.55499,45.331116,88.401711,85.447418,1.2508439,-101.9091,0,63.352909,151.21065,159.17271,-2.9542942,0.64541119,0.34355235,0.63887572,0.36112428,12.701047,6.7604232,0.043139838,0.1536805,0.91319919,88396.5,13145.243,78111.57,85536.18,8.8047438,8.7220659,3.0300026,1.8115846,1070.125,1165.671,8.6613274,0.02970388,2.4303513,2.0710464,1.3365082,0.81309384,0.50464416,0.27588439,0.14083926,0.076551318,1664.125,987.625,737.875,620.125,530.375,425.5,267.875,132.75,11.113055,0.5,11.146749,0.5,9.0138779,9.2736187,-2.5878687,-2.5721676,-2.5687957,-11.315777,-10.905279,-10.157973,1.6407256,572.125,772.25,754.375,424.625,225.625,114,58.5,30.375,0.37607995,0.21487603,4.4729862,4.7539997,5.0246587,5.5340614,6.0832782,6.5206122,6.2310224,6.4321375,0.88603008,0.89217496,2.5644605,3.3926506,3.6933806,4.0265641,4.3754272,4.7605939,1.6442645,1350.528,2220.625,3072.125,1999.5,1135,544,277.5,133.25,64,32.375,2500,1227.25,380.625,119.375,51.875,19.25,5.5,2
